label,max_temp,min_temp,max_wind_speed,min_wind_speed,precipitation_sum,par_total,root_zone_soil_wetness,surface_soil_wetness,humidity,earth_skin_temp
Blast,42.8211,6.8617,7.4509,0.0126,58.67,7.4854,0.4109,0.3435,7.4174,23.581
Insect Infestation,41.3493,5.1056,5.4737,0.078,143.9881,7.2769,0.4629,0.4419,9.2905,23.215
Tungro,36.4416,11.0773,6.3033,0.0871,143.6332,8.1414,0.4541,0.4085,12.6934,24.7364
Tungro,34.3812,8.865,5.4424,0.044,339.0728,7.5415,0.5983,0.6111,13.0691,22.9854
Insect Infestation,43.4856,9.0789,5.5741,0.0654,89.9745,7.9307,0.5107,0.4217,9.8754,25.7802
Insect Infestation,37.3483,10.4579,1.4164,0.0029,61.9604,8.378,0.4067,0.3265,9.3697,23.2209
Healthy,41.8088,5.7774,6.4129,0.0389,79.335,7.6327,0.357,0.261,5.8848,22.7753
Scald,33.3563,6.1299,3.9427,0.0347,659.9317,7.4766,0.6937,0.6963,12.271,21.2876
Blast,37.6984,8.3496,4.6421,0.0294,391.5107,7.5741,0.5989,0.5931,10.8131,21.5525
Healthy,36.4752,11.1114,5.9017,0.0574,368.9522,8.0596,0.5487,0.5444,12.5601,23.3613
Tungro,37.2758,5.4748,6.0904,0.0517,250.6802,6.9535,0.465,0.4469,8.7627,22.2509
Scald,37.7456,7.2644,5.8822,0.0562,152.5369,7.7305,0.5126,0.4917,10.2025,22.158
Scald,41.0101,7.7674,8.0338,0.0261,107.0113,7.0957,0.4442,0.4119,7.7269,22.6655
Tungro,43.3094,1.5838,8.3474,0.0115,112.9391,7.6317,0.3961,0.3321,6.5546,23.0891
Healthy,42.5429,6.3005,7.5001,0.01,64.655,7.4677,0.4148,0.3499,7.4895,23.3455
Blast,43.8007,7.8572,9.169,0.0427,99.3376,6.9416,0.3966,0.344,7.408,24.768
Insect Infestation,43.4617,7.843,7.8289,0.0502,37.1518,7.4527,0.4391,0.3849,7.1798,22.9981
Stripes,45.0573,6.6756,7.9528,0.0407,126.3265,6.7373,0.4643,0.44,7.9062,22.1624
Healthy,43.7987,6.8986,9.0722,0.0402,101.3618,6.9749,0.3979,0.3341,7.3075,24.6863
Healthy,41.7396,6.1038,6.3274,0.0424,79.9231,7.6658,0.3539,0.2649,5.9063,22.8097
Healthy,43.5558,2.7105,6.8577,0.0231,84.5247,7.4796,0.4314,0.3381,7.0554,23.8408
Leaf-folder Injury,41.2127,10.1163,7.4291,0.0804,87.629,7.5708,0.4085,0.3548,7.6563,23.1508
Tungro,43.9411,7.1754,9.0458,0.0379,104.6374,6.9185,0.4027,0.3317,7.3301,24.7738
Insect Infestation,38.8547,8.1571,0.9599,0.0098,176.054,7.6466,0.4708,0.4654,10.2818,21.8683
Insect Infestation,36.9867,7.99,4.2972,0.0111,444.2307,7.509,0.59,0.598,11.5634,21.7137
Leaf-folder Injury,34.727,8.5273,5.6291,0.0401,335.7351,7.5402,0.6028,0.5886,13.1035,23.0372
Blast,38.307,6.0523,6.9702,0.0069,86.9644,7.1732,0.4307,0.3967,7.9339,22.1163
Leaf-folder Injury,44.664,5.3859,5.5109,0.0386,54.9992,7.4561,0.4424,0.3612,6.7417,23.4683
Insect Infestation,38.2234,7.6684,5.0193,0.0617,346.8937,8.233,0.4923,0.4708,9.665,22.051
Healthy,38.398,6.0135,6.7936,0.0136,85.2783,7.1609,0.4312,0.3943,7.9636,22.1916
Healthy,38.2031,7.985,4.3696,0.0273,387.7986,7.5669,0.5946,0.595,11.1108,21.4488
Insect Infestation,40.3713,6.4574,6.7283,0.0623,294.604,6.9572,0.4682,0.4541,9.6001,22.7529
Scald,39.4712,6.0283,4.9758,0.0472,386.0448,7.5042,0.5383,0.5164,10.8007,22.4224
Healthy,40.8592,5.5588,7.5428,0.02,145.1123,7.5896,0.4128,0.3706,7.3688,22.3523
Blast,41.2474,5.696,7.7702,0.0212,118.2425,7.5797,0.4213,0.3744,7.4164,22.2948
Scald,38.5879,6.4164,6.9404,0.0084,82.5255,7.2125,0.4268,0.3941,7.9487,22.09
Blast,42.3954,6.9853,7.8552,0.0083,67.2713,7.4706,0.4072,0.3486,7.4307,23.5923
Blast,43.7961,6.8005,8.9179,0.0364,104.7976,6.9516,0.3968,0.3437,7.3172,24.8105
Blast,43.3696,2.3682,6.7444,0.0223,85.5225,7.4639,0.4351,0.3388,7.0867,23.9911
Tungro,39.2503,5.4148,5.8507,0.1319,288.5443,7.7023,0.5646,0.5136,11.2669,24.4947
Leaf-folder Injury,37.8169,7.5251,3.9442,0.0171,346.7537,7.5297,0.5626,0.5495,11.1191,22.2163
Tungro,45.1857,7.6531,5.7199,0.1296,40.9989,8.0391,0.5195,0.3994,9.2401,25.8006
Insect Infestation,40.9295,5.5624,7.7417,0.0193,130.7263,7.6355,0.4191,0.3756,7.1392,22.3439
Leaf-folder Injury,32.889,8.9351,6.4336,0.045,731.4976,7.6087,0.6396,0.644,13.3402,22.9169
Blast,43.3486,7.5973,8.0441,0.0505,40.1527,7.4428,0.446,0.3867,7.1402,23.0144
Blast,42.3242,7.1508,5.1635,0.019,57.6257,8.218,0.4951,0.3704,9.7117,26.5274
Blast,35.5143,10.1435,5.2888,0.1189,491.1507,7.3774,0.6652,0.6649,12.5118,22.401
Leaf-folder Injury,43.6131,2.2048,6.5766,0.0229,82.4641,7.4554,0.4365,0.3472,7.0739,23.9523
Scald,42.8615,9.1236,5.1771,0.0386,113.9897,8.1157,0.5095,0.392,10.626,26.5876
Scald,41.2608,5.6062,7.7789,0.019,128.4423,7.5794,0.4237,0.3716,7.2424,22.3337
Leaf-folder Injury,41.697,5.6648,6.4028,0.0371,76.6427,7.618,0.3577,0.2585,5.7196,22.7086
Leaf-folder Injury,36.4628,7.5173,4.5396,0.0598,732.5702,7.0657,0.5834,0.5692,12.3344,23.3492
Blast,43.1853,8.6211,5.8498,0.021,232.7243,8.0052,0.5287,0.4498,10.6401,24.8236
Blast,43.0231,8.4718,5.4589,0.0557,71.2839,7.4388,0.4408,0.3635,7.7158,24.8342
Blast,42.8037,4.9663,5.4231,0.0929,158.3415,8.5236,0.4729,0.4226,8.0329,23.1909
Insect Infestation,43.4745,2.57,6.8217,0.0206,81.0278,7.4776,0.4376,0.3509,7.0837,23.8929
Leaf-folder Injury,42.7356,6.5951,7.5578,0.0088,58.1891,7.4674,0.4042,0.3462,7.3936,23.4614
Stripes,37.0573,9.5172,1.2969,0.0062,202.4267,8.2327,0.4733,0.4763,10.0777,21.697
Stripes,38.1776,8.2358,4.7681,0.0612,422.3731,7.7783,0.5075,0.487,10.9738,23.0951
Scald,41.0327,5.5948,7.8318,0.0204,111.3062,7.5617,0.4183,0.3666,7.2801,22.3249
Scald,42.6932,8.1343,5.6007,0.0609,71.4495,7.4272,0.4402,0.3536,7.7361,24.7741
Insect Infestation,38.3501,8.962,1.738,0.0033,101.9593,8.3091,0.4241,0.3834,9.4416,22.1794
Blast,42.6469,6.7839,7.3351,0.0065,62.9688,7.4885,0.411,0.3429,7.5005,23.5377
Leaf-folder Injury,40.522,10.3252,5.5678,0.006,83.7267,7.8633,0.5169,0.4919,12.1631,23.9782
Stripes,43.9032,7.2964,9.2715,0.0405,98.716,6.9575,0.3929,0.35,7.2571,24.708
Tungro,41.6382,5.5567,6.8015,0.0439,84.7009,7.5704,0.3556,0.2583,5.7786,22.8693
Scald,41.0815,5.5731,7.8414,0.0212,121.0544,7.6203,0.422,0.3693,7.3429,22.569
Insect Infestation,44.93,6.34,5.35,0.05,48.91,7.56,0.4575,0.3775,8.3,24.5725
Blast,40.5799,5.5606,6.2826,0.0595,101.6856,7.9041,0.5307,0.4434,9.6078,24.9555
Tungro,40.9719,5.6799,7.6003,0.0227,121.3508,7.5852,0.4182,0.3702,7.2837,22.2334
Scald,40.7695,6.1381,7.1524,0.0254,100.5654,7.2797,0.4261,0.3901,7.9136,22.2912
Blast,42.2704,9.7878,4.2967,0.0063,167.1561,7.974,0.4821,0.4492,9.8279,23.6391
Stripes,42.7392,6.5368,7.3066,0.0099,63.7169,7.4036,0.4113,0.3527,7.365,23.3501
Insect Infestation,40.9516,8.3031,6.0393,0.0421,105.959,7.2555,0.4791,0.444,9.5008,24.5734
Stripes,40.8194,5.5275,7.7353,0.0206,134.4466,7.5884,0.4224,0.3641,7.386,22.4613
Blast,37.7814,8.161,1.0947,0,80.4661,7.7625,0.4058,0.331,9.6572,22.3501
Blast,41.7545,6.2293,6.5512,0.042,78.1723,7.5695,0.3632,0.2625,5.7805,22.8473
Healthy,43.6805,6.7727,9.0695,0.0382,100.6852,6.9679,0.4043,0.3398,7.293,24.7037
Healthy,40.8241,5.5556,7.8823,0.0236,136.6762,7.6103,0.4182,0.3757,7.3125,22.3883
Scald,39.7286,5.0912,5.648,0.1281,296.9582,7.7763,0.566,0.5088,11.3779,24.2848
Scald,44.7709,5.0499,5.638,0.0364,54.5768,7.4685,0.4394,0.3608,6.7225,23.3331
Blast,39.1721,6.1485,7.0339,0.0141,87.0092,7.1622,0.4245,0.3982,7.9648,22.1382
Blast,44.2447,7.4894,5.3263,0.0578,149.0841,6.7104,0.4651,0.4173,8.568,24.1046
Stripes,43.8923,7.0335,9.1498,0.0416,99.5642,6.8905,0.4022,0.3293,7.3008,24.8645
Tungro,36.548,9.5283,6.9159,0.0397,143.3361,7.8336,0.5032,0.4797,12.1191,24.0749
Tungro,43.6234,7.3227,8.2779,0.0515,35.7933,7.4311,0.4448,0.3697,7.0745,23.0629
Stripes,43.6975,7.1634,9.3118,0.0359,102.5182,6.922,0.3968,0.3314,7.2474,24.7965
Insect Infestation,38.6211,7.9068,9.4531,0.0153,103.065,7.1932,0.4395,0.4128,9.0095,22.9662
Insect Infestation,40.6346,7.9656,7.9783,0.0218,102.8087,7.0998,0.4425,0.4033,7.7094,22.9092
Leaf-folder Injury,39.96,5.8883,6.9133,0.0138,65.8382,7.1147,0.4156,0.3697,8.2793,22.3181
Blast,41.7624,5.4393,6.412,0.0386,87.0705,7.6021,0.3581,0.2621,5.8016,22.8091
Healthy,42.4275,6.8007,7.5849,0.0121,57.6442,7.4595,0.4097,0.331,7.3629,23.4952
Healthy,39.7197,7.3763,1.2243,0.0138,50.6215,7.99,0.4677,0.4572,9.7954,21.6426
Leaf-folder Injury,43.3364,2.2366,6.8353,0.0214,79.3295,7.4246,0.4377,0.3451,7.3424,23.9881
Blast,37.2625,6.268,6.6889,0.0357,326.8669,7.0783,0.5239,0.4979,9.2883,21.2182
Insect Infestation,37.8345,6.1247,6.969,0.0326,305.0906,7.076,0.5124,0.5068,9.4227,21.0074
Scald,36.7322,10.7945,6.0551,0.0609,354.528,8.0495,0.5522,0.5335,12.8171,23.3886
Blast,41.6044,8.3343,5.7672,0.0372,107.56,7.9978,0.487,0.3763,9.264,25.3752
Leaf-folder Injury,48.0159,7.9016,5.2644,0.0365,158.4024,6.9851,0.5828,0.5213,10.492,24.4539
Blast,37.3201,6.7435,6.1207,0.058,149.5718,7.6468,0.5121,0.4958,10.3817,22.233
Leaf-folder Injury,42.3789,6.6252,5.6701,0.0204,62.4279,7.1049,0.4874,0.4496,8.6805,23.3351
Tungro,38.244,8.3282,4.6801,0.0556,491.2561,7.658,0.4934,0.4961,11.2747,23.0304
Scald,40.8441,6.2183,6.9968,0.0124,106.3815,7.2711,0.4302,0.3929,7.9089,22.2881
Healthy,44.6765,5.4857,5.7733,0.0413,58.4584,7.4811,0.4427,0.3626,6.7495,23.4671
Blast,43.7219,5.225,5.5223,0.0864,157.2528,8.5879,0.4698,0.4207,8.4693,23.534
Leaf-folder Injury,37.7421,8.3688,3.5695,0.0524,414.2047,7.8159,0.5405,0.5286,10.9685,22.2078
Healthy,44.6874,6.5225,8.1426,0.0417,131.8237,6.8301,0.4651,0.4398,7.9016,22.0808
Healthy,40.9716,5.4524,7.7546,0.0177,125.4144,7.5996,0.4186,0.3646,7.3538,22.4418
Healthy,42.2504,7.9965,6.0336,0.0392,95.4677,7.4227,0.4764,0.4311,9.4324,24.4476
Leaf-folder Injury,43.6585,6.8793,6.6423,0.0942,61.7914,7.338,0.4618,0.395,7.8466,24.3025
Scald,43.7413,6.3831,9.1235,0.0401,97.6252,7.0034,0.3995,0.3369,7.2383,24.7665
Stripes,41.1657,5.6275,7.6475,0.0173,115.8523,7.5819,0.4169,0.3686,7.4131,22.3328
Healthy,43.5214,5.2125,5.4377,0.0876,167.9343,8.5177,0.469,0.418,8.051,23.2448
Scald,43.4605,4.6496,5.7389,0.0831,155.4801,8.6759,0.473,0.4186,7.7357,23.1651
Scald,42.2389,8.0228,5.5441,0.0626,71.5944,7.4788,0.4392,0.3501,7.7255,24.8271
Blast,43.2386,9.2496,5.1689,0.0354,113.5877,8.0673,0.5031,0.3775,10.6451,26.4047
Leaf-folder Injury,37.3984,6.2804,6.5911,0.0407,363.455,7.083,0.5279,0.4991,9.3243,20.7613
Blast,35.1829,10.8213,5.6108,0.1265,454.2967,7.4353,0.6693,0.6507,12.6216,22.5835
Leaf-folder Injury,33.6072,9.0456,1.217,0.0276,741.0809,7.9456,0.5584,0.5811,11.5032,21.3316
Leaf-folder Injury,41.0361,5.6245,7.7015,0.0223,133.1026,7.5279,0.4178,0.3722,7.4304,22.4489
Healthy,41.9945,9.977,4.4935,0.0156,177.4472,8.0071,0.491,0.4696,10.0809,23.5308
Stripes,44.7369,5.527,5.8986,0.0433,49.8072,7.4595,0.4435,0.3648,6.7313,23.4195
Scald,38.5215,6.8721,6.1426,0.0131,230.4855,7.5933,0.4549,0.4273,8.747,22.6086
Healthy,36.4072,8.2437,1.2205,0.0115,359.4557,7.7437,0.5449,0.5541,10.4477,20.709
Blast,36.6116,11.3972,5.9699,0.105,232.1489,7.7062,0.4699,0.4264,11.838,24.5696
Scald,41.4545,10.2242,7.2449,0.0784,84.3441,7.5616,0.4145,0.3628,7.6525,23.4429
Scald,42.8063,6.7331,7.3627,0.0093,62.6674,7.46,0.4045,0.3407,7.4333,23.5025
Scald,44.798,5.465,5.7562,0.0373,53.1826,7.4935,0.4444,0.3648,6.8262,23.3649
Insect Infestation,41.718,6.0058,6.4895,0.0394,79.4398,7.5539,0.358,0.2606,5.8119,22.7592
Scald,37.125,8.7192,3.5691,0.0497,353.4589,7.9167,0.5355,0.5296,11.0558,22.0297
Tungro,38.2412,7.4564,4.5654,0.0446,400.7646,7.1661,0.5888,0.6145,11.2481,21.6472
Scald,42.4523,6.5695,4.9319,0.024,66.88,8.0853,0.5022,0.3728,9.6773,26.1519
Insect Infestation,41.2308,5.6255,7.624,0.0236,131.6676,7.558,0.4238,0.3751,7.335,22.3319
Tungro,40.94,5.6372,7.6295,0.02,127.5615,7.5667,0.4157,0.3712,7.2916,22.2571
Insect Infestation,41.1006,5.6403,7.6286,0.0165,118.7489,7.5782,0.4149,0.3691,7.3294,22.4247
Leaf-folder Injury,41.608,6.1957,6.508,0.0382,77.6953,7.5994,0.3568,0.2619,5.7667,22.9788
Scald,36.5348,7.9775,1.2415,0.0126,344.2416,7.7221,0.5402,0.5478,10.4916,20.883
Tungro,43.048,7.3039,6.5504,0.0683,78.2518,8.2775,0.4963,0.3683,8.4794,25.2704
Blast,32.2757,8.2515,4.7347,0.0705,1338.9321,7.382,0.6707,0.6941,12.425,21.6977
Tungro,41.3267,7.6987,5.6332,0.1303,146.1899,7.8196,0.5018,0.3894,9.8634,25.4491
Tungro,36.0984,6.0013,1.2422,0.0072,402.5053,7.9125,0.5196,0.5419,11.5561,21.1512
Blast,43.5948,7.7243,8.2145,0.0507,35.1956,7.446,0.4381,0.3808,7.0908,23.0238
Leaf-folder Injury,36.6207,8.0009,1.7389,0,83.4299,7.8357,0.4094,0.3376,9.5764,22.4072
Blast,35.598,8.3185,5.2872,0.0422,370.7392,7.5883,0.5297,0.5302,11.3666,22.5617
Tungro,37.3197,7.6534,3.8406,0.0481,295.3313,7.9415,0.4999,0.501,10.1369,22.6955
Stripes,38.2872,7.6708,1.098,0.0082,178.1356,7.645,0.4712,0.4658,10.0063,21.7123
Healthy,42.6799,6.9351,7.3859,0.0098,58.9108,7.4335,0.4105,0.3428,7.4593,23.3435
Healthy,44.7629,6.5481,8.3277,0.0428,127.3122,6.7863,0.4693,0.439,7.8875,22.1172
Healthy,37.8926,9.4881,1.1019,0.0064,213.0502,8.3919,0.4782,0.4887,9.9816,21.8092
Scald,36.4215,7.3593,4.6743,0.0643,729.504,7.0753,0.5769,0.5744,12.4724,23.266
Insect Infestation,38.1136,7.2755,7.3279,0.0109,271.3309,6.7535,0.5514,0.5518,10.3475,21.6842
Blast,33.4184,9.131,1.4027,0.0177,697.7662,7.9532,0.5524,0.5868,11.7569,21.4025
Scald,42.7611,6.6381,7.3504,0.0082,62.8523,7.4453,0.4024,0.3449,7.3314,23.4888
Scald,36.5592,7.4633,3.6872,0.054,404.5736,7.9472,0.5079,0.5054,10.1412,22.6143
Leaf-folder Injury,36.7744,10.0159,1.7393,0.0315,230.7827,7.9929,0.4451,0.4269,9.3119,21.2715
Tungro,39.5836,7.8195,7.1859,0.0569,158.0091,7.5589,0.405,0.3756,8.4008,23.3217
Insect Infestation,44.1046,8.2535,6.4724,0.0527,128.5363,7.1518,0.5121,0.4102,11.0032,26.9842
Blast,37.6352,6.9246,4.0876,0.0158,265.98,7.887,0.5613,0.5632,10.9446,21.9636
Stripes,40.4358,5.9908,7.0415,0.0245,107.8623,7.3075,0.4284,0.3843,7.8978,22.3282
Insect Infestation,40.9911,5.54,7.7547,0.0181,127.7184,7.5705,0.4208,0.37,7.1832,22.4525
Blast,36.3676,10.4802,6.2736,0.0935,168.794,8.995,0.4769,0.4341,12.1465,23.8913
Scald,33.5899,9.0243,0.9335,0.0182,678.5621,7.8911,0.5504,0.5964,11.7889,21.2438
Healthy,42.9549,7.7994,4.4029,0.0363,221.6945,7.0388,0.5416,0.4745,10.7542,25.2746
Blast,43.0979,6.4935,6.3294,0.0298,79.8315,7.4126,0.5088,0.4702,8.9281,23.7301
Insect Infestation,44.5354,7.464,7.4221,0.0428,97.4896,7.8994,0.4893,0.3609,9.8593,25.9538
Healthy,40.8343,7.095,5.0579,0.0205,416.7446,7.4814,0.6588,0.6423,11.2816,22.4291
Healthy,38.0748,8.9864,1.1987,0.0023,98.6009,8.3029,0.4191,0.381,9.3446,22.1311
Stripes,38.1258,10.6574,1.2432,0.0064,125.1309,8.2014,0.4407,0.4164,9.5949,22.7232
Scald,41.3369,5.543,7.6735,0.0194,128.1301,7.5932,0.4152,0.3729,7.4306,22.3621
Stripes,38.5298,6.087,6.9188,0.0117,85.3565,7.2036,0.4278,0.3916,7.9669,21.794
Healthy,32.5667,8.8286,6.5377,0.0394,785.2066,7.6504,0.6555,0.6537,13.4959,22.8515
Stripes,37.9416,7.0461,7.3053,0.0108,272.9079,6.6138,0.5435,0.5404,10.6087,21.4175
Healthy,41.6382,6.0629,6.5596,0.0416,79.4485,7.5824,0.3627,0.2643,5.8102,22.8249
Healthy,41.7714,6.2592,6.4983,0.0391,77.7476,7.5853,0.3588,0.2647,5.8861,22.6464
Healthy,40.9845,5.5826,7.6977,0.0182,108.1592,7.6041,0.4225,0.3673,7.4365,22.3054
Stripes,42.0866,7.0799,7.8835,0.0095,131.6366,6.9846,0.4463,0.4175,8.7281,22.4358
Scald,39.5837,5.396,5.7372,0.132,358.0355,7.7489,0.5655,0.506,11.1247,24.4487
Blast,37.1002,8.7171,4.4491,0.0351,540.8064,7.4576,0.5123,0.519,10.9519,22.9557
Stripes,41.0177,6.2525,4.5126,0.0635,276.733,8.0892,0.4983,0.4876,9.1541,22.0791
Stripes,43.9903,6.921,9.4075,0.0402,102.6729,6.9419,0.3943,0.344,7.1506,24.5171
Healthy,43.5554,6.9123,8.9689,0.0413,95.5389,6.969,0.3987,0.3416,7.2779,24.6977
Tungro,40.9441,5.5837,7.6439,0.0198,134.5853,7.607,0.415,0.3688,7.1551,22.4834
Healthy,41.1968,5.6498,7.677,0.0166,127.448,7.626,0.4132,0.3671,7.3018,22.342
Blast,41.6269,5.9369,6.5329,0.0402,80.956,7.588,0.3561,0.2545,5.7706,22.8668
Leaf-folder Injury,43.5989,7.5889,8.0772,0.0498,35.7277,7.4749,0.437,0.3791,7.0703,22.9029
Blast,40.8907,7.1603,5.6131,0.0485,161.6821,7.4878,0.4561,0.417,8.8622,23.9748
Healthy,43.6401,7.3357,9.3227,0.0379,100.2533,6.942,0.3996,0.3432,7.1247,24.6736
Healthy,43.6885,6.7113,5.8301,0.0289,134.3162,6.6926,0.4525,0.3911,8.8149,25.561
Healthy,43.9138,7.0821,9.0421,0.0404,106.2319,6.9962,0.3971,0.3415,7.3212,24.7457
Healthy,40.1846,9.9398,6.8133,0.0344,46.5515,8.3293,0.4565,0.3933,11.3367,24.2639
Blast,43.6987,7.11,9.195,0.0386,102.2628,6.9279,0.3874,0.3484,7.2723,24.792
Blast,40.7763,5.7377,7.6331,0.0185,129.5731,7.5749,0.4174,0.3716,7.2217,22.4937
Leaf-folder Injury,37.7322,10.0988,1.2562,0.0074,208.0379,8.373,0.4824,0.481,10.2103,21.6891
Blast,39.9396,5.2281,5.5671,0.1323,333.7437,7.6823,0.5611,0.4991,11.0045,24.4516
Leaf-folder Injury,41.119,6.4679,6.2193,0.02,161.8727,8.741,0.4407,0.4092,6.9466,21.32
Insect Infestation,40.6943,6.2594,7.2437,0.0272,96.4223,7.2838,0.427,0.3946,7.8976,22.4657
Healthy,43.0469,8.039,5.4778,0.057,68.1604,7.4934,0.4379,0.3514,7.7148,24.8136
Stripes,33.659,9.1546,1.3787,0.0214,684.0599,7.8644,0.5534,0.5923,11.7483,21.4829
Healthy,35.8299,10.947,5.5071,0.0971,231.7205,7.6433,0.4634,0.4335,11.8172,24.5489
Tungro,40.8454,7.1582,5.0404,0.018,406.445,7.5521,0.6519,0.6298,11.2579,22.682
Healthy,36.1207,8.3078,1.1593,0.0084,347.9004,7.7573,0.5334,0.5635,10.7338,20.6776
Blast,33.6321,6.0157,3.8224,0.0336,576.3749,7.4532,0.6912,0.7139,12.4255,21.1509
Leaf-folder Injury,41.3813,7.8645,5.5409,0.1424,144.4388,7.8546,0.5125,0.3924,9.8199,25.5236
Leaf-folder Injury,36.604,10.6031,5.5353,0.0498,171.1249,8.0034,0.4658,0.4293,12.0934,24.204
Scald,39.0604,6.333,5.2989,0.0318,197.9859,6.8726,0.4455,0.3994,9.1975,24.3656
Blast,44.717,6.5094,8.1712,0.0337,131.6582,6.8035,0.4665,0.4372,7.9091,22.0687
Leaf-folder Injury,43.5223,7.3528,8.0291,0.0522,30.8158,7.4234,0.4382,0.3854,7.0136,23.0902
Insect Infestation,43.5094,7.146,7.9831,0.0509,36.6123,7.4422,0.4347,0.3815,7.1138,22.8966
Scald,42.9195,7.3036,6.2708,0.07,63.837,8.2806,0.5038,0.3694,8.5817,25.2595
Leaf-folder Injury,40.8952,5.5763,7.7823,0.0185,132.439,7.5989,0.4185,0.3695,7.3951,22.4471
Blast,36.8696,8.0759,1.0676,0.0079,126.3156,8.1073,0.4712,0.4568,9.8514,21.4085
Scald,37.7181,6.6019,6.5327,0.0345,354.7394,7.0768,0.5138,0.4947,9.4573,21.1303
Scald,38.0401,7.468,1.1748,0.0135,125.918,8.0806,0.4947,0.4893,10.1709,21.2785
Healthy,37.3103,7.2961,3.5158,0.0525,412.0044,8.0215,0.5061,0.5066,9.9981,22.6446
Scald,35.6414,10.8348,5.913,0.0414,134.181,8.0533,0.5018,0.4608,11.9777,23.8229
Insect Infestation,40.9026,6.3291,7.0476,0.0168,101.476,7.2887,0.4279,0.3907,7.9191,22.3708
Scald,43.1534,1.6362,8.4503,0.0089,110.0437,7.5897,0.4012,0.3164,6.4855,23.1832
Leaf-folder Injury,38.6507,8.1393,4.0202,0.0539,271.8187,7.9423,0.514,0.5051,10.5148,23.2009
Healthy,40.3369,6.0852,7.1913,0.018,101.4434,7.2813,0.4248,0.3999,7.9163,22.5086
Insect Infestation,36.8078,8.8654,4.3214,0.0363,465.1789,7.5254,0.5205,0.5333,11.1795,22.7992
Leaf-folder Injury,43.2499,2.6124,6.8351,0.0207,80.0523,7.5067,0.429,0.3548,7.1103,23.991
Healthy,41.3396,5.6499,7.8373,0.0221,124.8927,7.6329,0.4208,0.3714,7.3624,22.3998
Leaf-folder Injury,37.8594,10.1401,1.1237,0.0111,203.9553,8.4341,0.4779,0.4809,10.2666,21.7237
Healthy,41.0394,7.4875,4.7417,0.0159,416.4691,7.5501,0.6521,0.6402,11.0508,22.4956
Tungro,43.0088,7.5561,5.3998,0.0933,126.6643,6.9106,0.5354,0.5227,10.4979,23.4705
Blast,37.7393,9.6712,1.5206,0.0113,211.0913,8.3305,0.4751,0.4847,10.2365,21.7922
Stripes,42.3308,7.2802,5.682,0.1003,119.934,8.9899,0.5003,0.3998,9.9479,25.1255
Stripes,42.9926,1.9862,8.31,0.0068,111.8874,7.6131,0.4002,0.3223,6.4293,23.3352
Leaf-folder Injury,35.7604,9.1287,1.3509,0.0258,236.6805,7.9935,0.4435,0.4286,9.2937,21.2825
Leaf-folder Injury,37.1167,10.297,6.301,0.063,154.7087,7.715,0.5903,0.5658,12.9347,23.1833
Stripes,36.5674,10.3295,6.7213,0.0867,171.3488,8.85,0.4706,0.4326,12.1219,23.9043
Healthy,40.9261,5.5568,7.7414,0.0169,131.4388,7.5885,0.4217,0.3691,7.1905,22.3607
Healthy,41.678,6.0995,6.4392,0.0403,78.6653,7.6149,0.3609,0.2642,5.85,22.9276
Healthy,37.6205,7.2605,3.876,0.0179,371.3046,7.5567,0.5573,0.5501,10.8762,22.0956
Tungro,41.2029,5.612,7.8364,0.0207,114.9928,7.5834,0.422,0.3681,7.2137,22.3063
Insect Infestation,41.6735,7.2158,5.9377,0.0143,168.9428,6.9475,0.4608,0.433,8.4804,22.6858
Insect Infestation,38.5781,7.5887,4.7827,0.0573,335.8887,8.1727,0.4899,0.4761,9.8821,22.1254
Blast,44.6022,5.7278,5.6649,0.0397,54.1333,7.4963,0.4436,0.3572,6.6655,23.2419
Blast,42.5564,7.165,6.0823,0.1052,104.8416,8.2416,0.5088,0.4073,9.8044,25.6557
Healthy,42.6321,8.3419,4.359,0.0416,226.6195,7.1369,0.5454,0.472,10.675,25.1707
Insect Infestation,42.9757,2.8751,6.0243,0.027,67.3126,8.1096,0.4907,0.3618,8.6523,25.3675
Blast,37.6801,9.8479,1.5235,0.0151,207.0143,8.381,0.4804,0.4815,9.8967,21.4702
Tungro,43.5853,6.9479,7.9865,0.0458,37.1717,7.4551,0.4405,0.38,7.0847,22.9577
Leaf-folder Injury,32.5108,8.0123,4.5441,0.0708,1313.1758,7.3875,0.6828,0.6892,12.2266,21.6911
Stripes,40.8951,5.4593,7.7951,0.0177,130.2961,7.5957,0.4145,0.3674,7.1126,22.3332
Insect Infestation,36.6773,8.812,4.4134,0.0447,479.1167,7.5146,0.5239,0.5024,11.0971,22.8692
Scald,39.1342,6.1377,5.2407,0.0474,455.2347,7.4587,0.5198,0.5248,10.8293,22.2169
Blast,41.0794,5.62,7.6678,0.0207,129.3145,7.5741,0.4166,0.3752,7.2451,22.3454
Leaf-folder Injury,42.17,7.07,5.04,0.02,58.46,8.1475,0.4975,0.3625,9.6325,26.3325
Scald,35.6131,8.1599,5.3698,0.0359,421.4563,7.5488,0.5277,0.5448,11.7001,22.5298
Healthy,41.0007,5.4626,7.6304,0.0189,137.4157,7.6093,0.4236,0.3739,7.3283,22.4966
Leaf-folder Injury,42.3916,8.6577,5.8566,0.0356,106.2653,7.9605,0.4903,0.3688,9.4228,25.539
Tungro,35.9717,8.2818,5.3425,0.0413,458.3915,7.5615,0.5273,0.5341,11.4178,22.5914
